"","1809","1822","1826","1832","1843","1863","1907","1927","1985","2434","1816","1830","1866","1928","1969","1988","2584","2605","2473","2462","1807","1812","1869","2002","2453","2553","2508","2483","2443","2433"
"P19835","-0.20800829"," 0.18030966"," 0.18030966"," 0.18030966"," 0.18030966"," 0.38479507"," 0.38479507"," 0.04596952","-0.20800829","-0.07663020"," 0.04596952"," 0.38479507"," 0.04596952"," 0.38479507"," 0.38479507","-0.07663020","-0.61520493","-0.49003580","-0.20800829","-0.49003580","-0.07663020","-0.07663020"," 0.18030966","-0.20800829"," 0.38479507"," 0.18030966","-0.61520493"," 0.18030966","-0.54012081"," 0.18030966"
"P01876"," 0.13450350"," 0.13450350"," 0.05486477"," 0.13450350","-0.03047625"," 0.13450350"," 0.13450350"," 0.22176862"," 0.13450350"," 0.22176862"," 0.22176862"," 0.13450350"," 0.05486477"," 0.22176862"," 0.22176862"," 0.22176862","-0.44722241","-0.77823138"," 0.13450350","-0.66115628"," 0.22176862"," 0.13450350"," 0.05486477"," 0.13450350","-0.39079763"," 0.13450350","-0.24621101"," 0.13450350","-0.11576540","-0.66115628"
"P0DOY3"," 0.219254785"," 0.071921287"," 0.142221961"," 0.071921287"," 0.142221961"," 0.071921287","-0.003413048","-0.003413048"," 0.071921287"," 0.142221961","-0.003413048"," 0.071921287"," 0.336510050"," 0.142221961"," 0.071921287"," 0.142221961","-0.078701596","-0.461563678"," 0.336510050","-0.125521339"," 0.142221961"," 0.219254785","-0.003413048"," 0.071921287","-0.165132211"," 0.071921287","-0.567194037","-0.003413048","-0.461563678","-0.663489950"
"P01591","-0.08181846","-0.11893618","-0.05705901","-0.08181846","-0.05705901","-0.08181846","-0.14784972","-0.02291004","-0.08181846","-0.08181846","-0.11893618","-0.14784972","-0.05705901","-0.14784972","-0.19185235","-0.05705901"," 0.67452545"," 0.67452545"," 0.01745378"," 0.52567214","-0.08181846","-0.08181846","-0.05705901","-0.08181846","-0.32547455","-0.02291004","-0.14784972","-0.05705901","-0.11893618"," 0.61607935"
"P01833"," 0.02442397"," 0.02442397"," 0.12993861","-0.04119249"," 0.02442397"," 0.02442397"," 0.02442397"," 0.23551742","-0.04119249","-0.09670594"," 0.02442397"," 0.02442397","-0.04119249","-0.04119249","-0.09670594"," 0.02442397","-0.55799911"," 0.44200089","-0.09670594"," 0.02442397","-0.04119249","-0.04119249"," 0.33404170"," 0.02442397"," 0.12993861"," 0.02442397","-0.04119249"," 0.02442397"," 0.12993861","-0.55799911"
"P01877"," 0.25923664"," 0.16861287","-0.06047624"," 0.07804417","-0.11226879","-0.02592792"," 0.02172216","-0.11226879","-0.02592792"," 0.16861287"," 0.02172216"," 0.16861287"," 0.16861287"," 0.07804417"," 0.07804417"," 0.02172216","-0.21401302","-0.40046396"," 0.02172216","-0.15261354"," 0.16861287"," 0.16861287"," 0.02172216"," 0.02172216"," 0.02172216","-0.02592792","-0.42187981"," 0.02172216"," 0.43647213","-0.56352787"
"P04264","-0.14940483","-0.14595761","-0.22121556","-0.30441973","-0.28718451","-0.09247678","-0.05298051","-0.07279547","-0.18122672"," 0.17350741","-0.02977743","-0.11152277","-0.12816697","-0.06446936","-0.12345849","-0.08270720"," 0.58415452"," 0.30092554"," 0.07998247"," 0.39600611","-0.19593994","-0.10697212","-0.14595761","-0.21438463","-0.01281787","-0.02977743"," 0.69558027","-0.02977743"," 0.30092554"," 0.25230909"
"P13645","-0.134372380","-0.166144473","-0.198242516","-0.298054437","-0.276502646","-0.080297038","-0.069741578","-0.123694985","-0.141799127"," 0.057880855","-0.060874718","-0.060874718","-0.134372380","-0.110984078","-0.128709264","-0.106137886"," 0.510091311"," 0.276477373"," 0.116007958"," 0.376565800","-0.230377049","-0.080297038","-0.206675008","-0.268140635"," 0.328251292","-0.005868648"," 0.701945563","-0.005868648"," 0.192557808"," 0.328251292"
"P10909"," 0.04950587","-0.07531678"," 0.15194899","-0.19484979"," 0.09645522","-0.13581334","-0.19484979"," 0.01546559","-0.07531678","-0.19484979","-0.13581334","-0.19484979"," 0.15194899","-0.13581334","-0.07531678"," 0.01546559","-0.35591544"," 0.64408456"," 0.01546559"," 0.64408456","-0.07531678","-0.07531678"," 0.01546559","-0.03556532"," 0.50510607","-0.19484979","-0.13581334","-0.03556532","-0.13581334"," 0.15194899"
"P35527","-0.111586088","-0.105618846","-0.166488725","-0.249599759","-0.242564577","-0.026082956","-0.044737576","-0.044737576","-0.136008819"," 0.220908449"," 0.007914124","-0.081177712","-0.117055920","-0.026082956","-0.063889443","-0.050771861"," 0.386257134"," 0.095326036"," 0.125741802"," 0.061816802","-0.162254559","-0.134354932","-0.089473624","-0.159774108"," 0.076715849","-0.026082956"," 0.750400241","-0.054554591","-0.121571726"," 0.489388872"
"P61769"," 0.06329146"," 0.18548484"," 0.23144526"," 0.10220560"," 0.15216160"," 0.23144526"," 0.10220560"," 0.28577011"," 0.10220560"," 0.06329146"," 0.18548484"," 0.15216160"," 0.15216160"," 0.18548484"," 0.15216160"," 0.37312727","-0.41720436","-0.43756592","-0.19642670","-0.50556320"," 0.18548484"," 0.18548484","-0.17577025"," 0.18548484","-0.62687273"," 0.00406919","-0.32051333"," 0.06329146","-0.24678284","-0.41720436"
"P61626"," 0.144882929"," 0.144882929","-0.336538124"," 0.265713818","-0.049030563"," 0.001476056"," 0.340260064"," 0.105686435"," 0.486052273","-0.187643997"," 0.340260064"," 0.144882929"," 0.001476056"," 0.265713818"," 0.265713818"," 0.001476056","-0.317690795","-0.449893011","-0.187643997","-0.202403316"," 0.191212880"," 0.191212880","-0.187643997"," 0.486052273","-0.513947727"," 0.077267317","-0.358634235"," 0.077267317","-0.310471026","-0.429949123"
"CON__P00761","-0.22715531","-0.01412611","-0.26670592","-0.12707152","-0.31861455","-0.09865854"," 0.09749489","-0.03257228","-0.10841226","-0.11717495","-0.01412611","-0.09865854","-0.08619935"," 0.02275041","-0.14005011","-0.16686835"," 0.39668149","-0.08619935","-0.05075391"," 0.68138545","-0.09865854","-0.16686835","-0.30176073","-0.05075391"," 0.36218897"," 0.02275041"," 0.39668149"," 0.20890019","-0.01412611"," 0.39668149"
"P47989"," 0.242019213"," 0.143829594"," 0.242019213"," 0.342637302","-0.098621470"," 0.143829594"," 0.242019213","-0.034123186"," 0.059158961"," 0.007352399"," 0.143829594"," 0.242019213"," 0.059158961"," 0.143829594"," 0.059158961"," 0.059158961","-0.538638916","-0.484807137"," 0.242019213","-0.384061015"," 0.059158961"," 0.007352399","-0.124055334"," 0.143829594"," 0.143829594"," 0.408752071","-0.591247929","-0.374765887","-0.563800694"," 0.059158961"
"A0A0J9YVR3","-0.01356276"," 0.05993482","-0.16877430"," 0.05993482","-0.11571964"," 0.52928098"," 0.29064848","-0.01356276","-0.01356276","-0.21408188"," 0.13525019"," 0.18473888","-0.01356276"," 0.24826995"," 0.18473888","-0.11571964","-0.47071902","-0.31794093","-0.07694102","-0.46201371"," 0.05993482","-0.01356276"," 0.18473888","-0.11571964","-0.27148446"," 0.13525019","-0.14676523","-0.16877430"," 0.29064848"," 0.34909821"
"CON__P02662"," 0.065377786","-0.105754112","-0.163498396","-0.112954327","-0.218297277","-0.063513689","-0.063513689","-0.061364313","-0.091891255"," 0.244218279"," 0.008722699","-0.101826317"," 0.006334587","-0.048866990","-0.063513689"," 0.061319316"," 0.781702723","-0.058877175"," 0.061319316","-0.101826317","-0.174397000","-0.137965108","-0.087028947","-0.142862389"," 0.605341747"," 0.085031912","-0.034060299","-0.012294154","-0.026195933","-0.048866990"
"S4R371","-0.09039985","-0.07790062","-0.10646272","-0.05726117","-0.18909040","-0.15495194","-0.07790062","-0.09457599","-0.13607231"," 0.05915921","-0.17332161","-0.15495194","-0.16715320","-0.13607231","-0.12118276","-0.07543901"," 0.12803476"," 0.50493908"," 0.35491812"," 0.18220725","-0.12552594","-0.15816396","-0.15671244","-0.14539357"," 0.81090960"," 0.16277735","-0.01496604"," 0.25155381"," 0.01007241","-0.05107322"
"Q13410"," 0.335592711","-0.001976775"," 0.335592711"," 0.283768067","-0.021981270","-0.039953207"," 0.075573354"," 0.075573354"," 0.096273714"," 0.247028173","-0.107858826"," 0.247028173","-0.021981270"," 0.171395896"," 0.096273714","-0.187592608","-0.387358939","-0.453097838"," 0.247028173","-0.039953207"," 0.133563530","-0.060250670","-0.021981270"," 0.203176061","-0.153486846"," 0.283768067","-0.664407289"," 0.023576540","-0.653379019","-0.039953207"
"P01857","-0.2088888385"," 0.0817726816","-0.1697168202"," 0.0006289812"," 0.0817726816","-0.1697168202","-0.0702481529","-0.0880310903"," 0.0006289812"," 0.0491024673","-0.1412691300","-0.1412691300","-0.1595411991","-0.1995974328","-0.0880310903","-0.0145887090"," 0.2133693192","-0.1995974328","-0.1113520622"," 0.1149182323"," 0.1149182323","-0.0545026467"," 0.0006289812","-0.2088888385","-0.1412691300","-0.0369763835"," 0.0309665458"," 0.4081789048"," 0.3154877369"," 0.7911111615"
"P22897","-0.0881703013"," 0.0284512419","-0.0005940037"," 0.2086350823","-0.0005940037"," 0.1494724524"," 0.1494724524"," 0.0284512419","-0.1590466642"," 0.0284512419"," 0.0685295532"," 0.2086350823"," 0.1021077054"," 0.2086350823"," 0.0685295532"," 0.1021077054","-0.1198176892"," 0.6078672866","-0.1590466642","-0.3921327134"," 0.1494724524","-0.1356924026"," 0.0284512419","-0.2123056562","-0.1937549410","-0.0005940037","-0.3286888716"," 0.1021077054","-0.2366335102","-0.2123056562"
"P08571"," 0.2280347891"," 0.1637442930","-0.1288863228","-0.1461369624"," 0.2280347891"," 0.0006709655","-0.0739372060"," 0.4549592553"," 0.1637442930"," 0.2280347891"," 0.2280347891"," 0.0006709655","-0.0944959268","-0.0944959268"," 0.1122742503"," 0.0322336808","-0.5450407447","-0.3104538282","-0.2897407717","-0.5294342050"," 0.1122742503"," 0.1122742503"," 0.2280347891"," 0.1122742503","-0.2766730043"," 0.0322336808","-0.0369025389"," 0.0322336808"," 0.3331086804","-0.2766730043"
"P35908","-0.119987214","-0.119987214","-0.185124817","-0.275120380","-0.260117156"," 0.013977613","-0.009231919","-0.067251996","-0.145117028","-0.046409667"," 0.013977613","-0.022842173","-0.137876266","-0.039507979","-0.075381845","-0.067251996"," 0.724879620"," 0.519657443"," 0.122957105"," 0.315972663","-0.189747347","-0.095635206","-0.071387100","-0.253010595"," 0.091257987","-0.057816404"," 0.724879620","-0.061406586","-0.147702185","-0.079646589"
"P01034"," 0.17073676","-0.30147704","-0.03131683"," 0.24330864","-0.01015649"," 0.24330864"," 0.32732676","-0.20825968","-0.19120839","-0.05906702","-0.17512837"," 0.07418192"," 0.21017744","-0.08094890"," 0.21017744","-0.03131683","-0.44086464","-0.26996886"," 0.17073676","-0.41888214"," 0.07418192"," 0.24330864"," 0.55913536","-0.15003389","-0.39840684"," 0.05607402"," 0.02943439"," 0.07418192"," 0.28902498","-0.20825968"
"P02647","-0.050905079"," 0.063571580","-0.074213337"," 0.239223295"," 0.039452534"," 0.239223295","-0.118802968","-0.050905079"," 0.151100268","-0.251485689"," 0.107019848"," 0.107019848"," 0.342414358"," 0.282030820","-0.021131608"," 0.039452534","-0.582161427","-0.000893532","-0.316561059","-0.561488446"," 0.188128961"," 0.417838573"," 0.039452534","-0.149817636","-0.050905079"," 0.039452534","-0.074213337"," 0.151100268"," 0.188128961","-0.331125934"
"P63261","-0.00769538"," 0.21372649"," 0.02304247"," 0.15111617"," 0.31605437","-0.23174449","-0.19473023"," 0.15111617","-0.10037517","-0.32192274"," 0.10099125","-0.10037517","-0.13386680","-0.04428693","-0.17538184"," 0.43472048","-0.23174449"," 0.31605437","-0.21211273"," 0.21372649"," 0.06545634","-0.00769538"," 0.15111617"," 0.21372649","-0.15066661","-0.44367849","-0.38008573","-0.32192274"," 0.55632151"," 0.15111617"
"Q08431"," 0.24019576"," 0.08035478"," 0.43444252"," 0.17160837","-0.06625871"," 0.11447218"," 0.08035478"," 0.06324108"," 0.17160837"," 0.11447218"," 0.08035478"," 0.31960093"," 0.13486769"," 0.03806408"," 0.08035478","-0.17046451","-0.55047643","-0.22159669"," 0.01835418","-0.56555748"," 0.13486769","-0.04557824"," 0.17160837"," 0.28340209","-0.17046451"," 0.17160837","-0.34928277","-0.04557824","-0.30151887","-0.41705652"
"Q08380","-0.24905183","-0.12000456","-0.05409306","-0.03830727","-0.39137728","-0.12000456","-0.03830727","-0.01826329","-0.01826329"," 0.23798060","-0.01826329","-0.14163511"," 0.08037591","-0.10139778","-0.36094305","-0.12000456"," 0.01245892"," 0.49604460"," 0.15124031"," 0.06079062","-0.10139778","-0.21864123","-0.10139778","-0.07705203"," 0.02974697"," 0.15124031"," 0.60862272","-0.05409306"," 0.27601653"," 0.23798060"
"P04745"," 0.14298653","-0.04108884","-0.03024275"," 0.18754995"," 0.12899635"," 0.14298653"," 0.01253447","-0.10385393","-0.18185555"," 0.02313236","-0.06205420","-0.04963077"," 0.04003831"," 0.04003831"," 0.01253447","-0.28225380","-0.23214018"," 0.21758486","-0.14724783","-0.25883219","-0.04963077"," 0.17087694"," 0.71774620","-0.20198969","-0.09700105"," 0.14298653","-0.23795509"," 0.07782662","-0.21103816"," 0.12899635"
"P23280"," 0.161330219","-0.194573174"," 0.194952832","-0.066547332"," 0.161330219"," 0.194952832"," 0.121198840","-0.027266414"," 0.194952832","-0.119876845","-0.066547332"," 0.242380295"," 0.161330219","-0.027266414"," 0.242380295","-0.205202183","-0.489277461"," 0.004422878","-0.299942011","-0.275203361","-0.084854500"," 0.161330219"," 0.510722539","-0.236414163","-0.119876845","-0.175486971","-0.101301566"," 0.023366868"," 0.057492744"," 0.057492744"
"E9PJK1"," 0.233596732","-0.063536403"," 0.139748683","-0.011393615"," 0.015329251","-0.173483467","-0.109716377","-0.109716377","-0.378612392"," 0.593864516","-0.280345248"," 0.118355216"," 0.001399709"," 0.102004777"," 0.159923536","-0.406135484","-0.286753526","-0.128270761"," 0.191408423","-0.291021614","-0.023486380","-0.054801014"," 0.233596732","-0.120213629","-0.321410218"," 0.191408423"," 0.102004777"," 0.518013869"," 0.233596732","-0.075354869"
"P01011"," 0.07842372"," 0.07842372"," 0.36454102","-0.24141001"," 0.36454102","-0.34466478","-0.15959301"," 0.14926351"," 0.65159143","-0.25541292","-0.11832242","-0.15959301"," 0.28813021","-0.18026522"," 0.21356360"," 0.21356360","-0.27554163","-0.14683630","-0.18732408","-0.32946312"," 0.21356360"," 0.28813021","-0.19986821"," 0.36454102"," 0.41474952","-0.28815660"," 0.01012796","-0.20805233","-0.25024195","-0.34840857"
"Q6WN34"," 0.1280455283"," 0.0714186745"," 0.2260817645"," 0.2598034139"," 0.1928437132"," 0.4638589926"," 0.1280455283"," 0.0108914132","-0.0008367096","-0.0194263633"," 0.0533266540"," 0.1928437132"," 0.2881304717"," 0.0533266540"," 0.2260817645","-0.0481760131","-0.5361410074","-0.4877134646","-0.0194263633","-0.3740243128"," 0.0714186745","-0.0481760131"," 0.1052687365","-0.2086192316","-0.2382393162"," 0.0296003431","-0.4553783561"," 0.0533266540","-0.4453733289"," 0.3272177857"
"E9PNW4"," 0.29105443","-0.13917507"," 0.29105443"," 0.07629546"," 0.01307872","-0.49089979","-0.10784517"," 0.01307872"," 0.03776696"," 0.31982044","-0.12299804","-0.19982309"," 0.05474175"," 0.16130375"," 0.18236421","-0.23568406","-0.21181618","-0.26500566"," 0.18236421","-0.47251106","-0.10784517","-0.01310077","-0.28298707"," 0.31982044"," 0.07629546"," 0.50910021"," 0.10933168","-0.09215989"," 0.29105443","-0.18667429"
"H0YCU0","-0.0589263582","-0.1029864667"," 0.0513671578"," 0.0048700772","-0.0184732079"," 0.0899562107","-0.0328106460","-0.0993707758","-0.1076652601"," 0.0095789465","-0.0805404916","-0.0079725102"," 0.0005750936","-0.0755948375","-0.0249127390","-0.1209827126","-0.1292988319","-0.0658591113"," 0.2270363375"," 0.4936818919","-0.0693676207","-0.0487560023","-0.3639239100","-0.1907299300"," 0.0265894459","-0.0041443276"," 0.0095789465"," 0.0095789465"," 0.0434265953"," 0.6360760900"
"P01859","-0.14663854"," 0.19595223","-0.25346762"," 0.14898657"," 0.08209338","-0.15761721","-0.13621941","-0.07832462","-0.06543790","-0.14663854","-0.30043585","-0.23567600","-0.09330554","-0.09330554","-0.14663854","-0.09330554"," 0.19595223","-0.18570010","-0.30658842"," 0.27089594"," 0.19595223"," 0.16960925"," 0.19595223","-0.28214481","-0.12645991","-0.04857649"," 0.51761051"," 0.06045517"," 0.16960925"," 0.69341158"
"CON__P02663"," 0.0126216566","-0.1336660527","-0.1569524822","-0.1077217153","-0.1517708236","-0.0627070604","-0.0004446138","-0.1392052857","-0.1336660527"," 0.0674039114","-0.0288246157","-0.0878731275","-0.0138438998","-0.0364023110","-0.1001146603","-0.0166789975"," 0.6721159863","-0.0149454055"," 0.0035599246","-0.0382336886","-0.1326421568","-0.0921187505","-0.1265809646","-0.1349644448"," 0.8430475178"," 0.1012490964","-0.0023536280"," 0.0126216566"," 0.0014446155","-0.0023536280"
"H0YLF3","-0.160910811","-0.129911679","-0.105699710","-0.144282608","-0.147788288","-0.095453012","-0.102007442","-0.122300204","-0.110314074"," 0.268437137","-0.009227129","-0.132902220","-0.124294776","-0.090944954","-0.126583357","-0.138178843"," 0.076748752"," 0.099702938"," 0.259787170"," 0.078230989","-0.136681214","-0.144282608","-0.158457295","-0.110314074"," 0.839089189"," 0.092570173"," 0.117285879"," 0.223753446"," 0.121760672"," 0.113167953"
"P01009","-0.092026630","-0.026070273"," 0.147132717","-0.007711636","-0.097618171","-0.031848514","-0.061204990","-0.097618171","-0.041256442"," 0.066288238","-0.026070273"," 0.121341480","-0.061204990","-0.031848514"," 0.021073960","-0.068437516"," 0.133546905","-0.026070273","-0.041256442"," 0.133546905","-0.041256442"," 0.013871553"," 0.003396324","-0.061204990","-0.282984230"," 0.013871553","-0.108290185","-0.092026630","-0.075080092"," 0.717015770"
"P01619"," 0.034923898"," 0.066702225","-0.060551415","-0.005704586","-0.060551415"," 0.183174904"," 0.066702225"," 0.095367442"," 0.257956506"," 0.347047430","-0.049780128","-0.136998479"," 0.066702225","-0.070732869"," 0.034923898"," 0.206289839"," 0.299778354","-0.234369197","-0.443446293","-0.358043898"," 0.110196931"," 0.095367442","-0.097098097"," 0.132926684","-0.652952570"," 0.183174904","-0.088031119"," 0.277748245","-0.026922004","-0.173801082"
"P02763","-0.127536107"," 0.003681677"," 0.215304477","-0.083104679"," 0.114275714","-0.127536107"," 0.290851427"," 0.242271959"," 0.147565404","-0.334729640"," 0.088214773"," 0.088214773","-0.141352103"," 0.242271959","-0.182753988","-0.141352103","-0.445954192","-0.182753988","-0.199038961","-0.402417845","-0.083104679"," 0.242271959"," 0.242271959"," 0.147565404","-0.182753988","-0.127536107"," 0.170193578"," 0.114275714"," 0.554045808","-0.141352103"
"P0C0L5"," 0.09150856"," 0.27222471"," 0.22099780","-0.35607625"," 0.47733674","-0.24235520","-0.38342372","-0.05543454"," 0.44114085","-0.19149242","-0.22784473","-0.40774949"," 0.32935624","-0.22073213"," 0.39793804"," 0.36662843"," 0.29261857"," 0.15840872","-0.18385308"," 0.05799863"," 0.27222471"," 0.07854558","-0.10640281"," 0.32935624"," 0.32935624","-0.42385463","-0.52266326","-0.02880253","-0.51633670","-0.24861860"
"A0A0G2JMB2","-0.660150573"," 0.051575212","-0.007624581"," 0.226384281","-0.391895373"," 0.180148380"," 0.157426209","-0.124823418"," 0.339849427","-0.232234867"," 0.180148380"," 0.105608688","-0.076916840","-0.097948644","-0.192153130"," 0.244791174"," 0.033030138"," 0.051575212"," 0.226384281"," 0.081939274","-0.007624581","-0.030770198"," 0.081939274"," 0.063275210"," 0.139638084","-0.133520651","-0.069351296","-0.212976765"," 0.022702482"," 0.051575212"
"CON__P02666"," 0.18703299","-0.04704292","-0.11055512","-0.21599389","-0.21941979"," 0.11845591","-0.09697256"," 0.01218726","-0.29146767"," 0.28612289"," 0.16628304","-0.24266606"," 0.09419063","-0.01224244","-0.11577412"," 0.12303096"," 0.59437757","-0.17779299"," 0.18994733"," 0.34236450","-0.14728376","-0.18129709","-0.09586082","-0.16778849"," 0.70853233","-0.06176656","-0.17286604","-0.12334693","-0.17068219","-0.17170596"
"P01780","-0.435112392","-0.248386030","-0.093944461"," 0.014379273"," 0.068010692"," 0.113090136","-0.168094904","-0.191071879"," 0.396130354"," 0.183772871","-0.018262242","-0.267048980"," 0.493308847","-0.036021634","-0.081449286","-0.001407964","-0.297425209","-0.052332411"," 0.014379273","-0.287218083"," 0.294796064","-0.118811566","-0.346467212"," 0.030721212"," 0.166087434"," 0.053822283"," 0.316738220","-0.081449286"," 0.564887608"," 0.014379273"
"P15291"," 0.31493314","-0.05806756"," 0.28380975"," 0.28380975"," 0.18554764"," 0.12698364","-0.04435862"," 0.21615240"," 0.06264746"," 0.12698364"," 0.21615240"," 0.21615240"," 0.26429933"," 0.02949058"," 0.18554764","-0.08135901","-0.54144176","-0.41732091","-0.01406428","-0.54564854"," 0.05003148"," 0.28380975"," 0.05003148"," 0.23337436","-0.68506686"," 0.21615240","-0.33990209"," 0.08419532","-0.31303014","-0.38984477"
"H0Y8D1","-0.160805971","-0.015289911","-0.182587985","-0.442061447","-0.285379255","-0.024181435"," 0.079404401","-0.043676731","-0.089054057"," 0.178264321","-0.038812692","-0.378014268","-0.084500943"," 0.016397120","-0.123593435","-0.106288934"," 0.007190184"," 0.145178411"," 0.127564357","-0.015289911","-0.147643094","-0.119557416","-0.221627726","-0.102666132"," 0.557938553"," 0.198579255"," 0.327722980"," 0.316003541"," 0.437482257"," 0.189305965"
"V9HW75","-0.092552515","-0.073286570","-0.212475997","-0.054834894","-0.156265395"," 0.112721282"," 0.071788629","-0.047709415","-0.126967070","-0.146943938"," 0.096647453"," 0.096647453","-0.009324921","-0.066941056"," 0.096647453","-0.054834894","-0.105644620"," 0.787524003","-0.054834894"," 0.001351589","-0.085397619"," 0.019108878","-0.197692459","-0.101210809","-0.009324921"," 0.019108878","-0.031963369","-0.040171142"," 0.028743128"," 0.338087754"
"CON__P02754"," 0.575258902","-0.109950336"," 0.012869414","-0.334545986","-0.047815921"," 0.035355046"," 0.012869414"," 0.042389855","-0.276225947"," 0.456845203"," 0.257977877"," 0.001667871","-0.112700877"," 0.549524683"," 0.054378723","-0.164030517","-0.144238644","-0.112700877","-0.027073279","-0.149225964","-0.234194800","-0.160516568"," 0.153943479","-0.424741098"," 0.409813248"," 0.193196152","-0.094439591","-0.181393079","-0.087856789","-0.094439591"
"P01871","-0.136823115","-0.255585635"," 0.744414365","-0.072954867","-0.083274724"," 0.066299519"," 0.006976776","-0.196000004"," 0.040567959"," 0.074276635","-0.052975414","-0.207914903","-0.063852808","-0.213730802"," 0.094206752","-0.132694804"," 0.150933092","-0.108055106","-0.022773071"," 0.040567959"," 0.267171238"," 0.188607820","-0.078117176","-0.034726090","-0.132694804","-0.000636861"," 0.012604247"," 0.101375999"," 0.057783239","-0.052975414"
"G3V2V8","-0.175644615"," 0.121099392","-0.160118930","-0.086726194","-0.234922738"," 0.107094507"," 0.140896787","-0.049284104","-0.077778495"," 0.002495659"," 0.252263188"," 0.140896787"," 0.049923237"," 0.093564998","-0.007048759","-0.049284104","-0.270559512","-0.108730083"," 0.140896787"," 0.036710499"," 0.014262111","-0.097043797","-0.127178579","-0.151371521","-0.342054638","-0.077778495"," 0.107094507","-0.086726194"," 0.237106939"," 0.657945362"
